CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Campi Sal,Campi Paisa,Campi Light,Olivetto suave,Olivetto intenso,Olivetto oliva,Gourmet aguacate,Gourmet coco,Gourmet oliva,Gourmet familia
Scott Martin        ,Mr.,4274 Coulter Lane,Dallas,TX,US,75240,0,,Scott.L.Martin@spambob.com,318-679-7744,American Express,,NW181 ,IT,GPQCUA48L67G284W,378017045688719,,10895,5568,2016-03-08 00:00:00.000,2016-03-08 20:32:45.246,16.250.000,NE304 ,2016-06-08 00:00:00.000,15/07/2016,age-64,263.13,Complete,Phone,Occasional,HighValue,Gen_Z,0,0,0,1,0,0,0,0,0,1
Scott Martin        ,Mr.,4274 Coulter Lane,Dallas,TX,US,75240,0,,Scott.L.Martin@spambob.com,318-679-7744,American Express,,NW181 ,IT,GPQCUA48L67G284W,378863199165114,,10895,6652,2016-11-12 00:00:00.000,2016-12-12 03:19:56.145,11.150.000,SE139 ,2016-01-23 00:00:00.000,03/02/2016,age-64,13.29,Complete,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Michael Rooney      ,Mr.,665 Ryder Avenue,Damascus,OH,US,44619,0,,Michael.M.Rooney@spambob.com,573-588-3900,VISA,,SW145 ,IT,PUUMMS85D03C755G,4001471618500411,,10899,82,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,11.150.000,SW211 ,2016-03-16 17:47:25.000,05/08/2016,NA,42.59,Complete,Desktop,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Michael Rooney      ,Mr.,665 Ryder Avenue,Damascus,OH,US,44619,0,,Michael.M.Rooney@spambob.com,573-588-3900,VISA,,SW145 ,IT,PUUMMS85D03C755G,4919539586298639,,10899,2696,2016-01-24 00:00:00.000,2016-01-24 23:13:54.564,22.950.000,SE400 ,2016-02-26 00:00:00.000,07/03/2016,NA,219.19,Complete,Desktop,FirstTime,HighValue,Gen_Z,0,1,0,0,0,0,0,0,0,1
Michael Rooney      ,Mr.,665 Ryder Avenue,Damascus,OH,US,44619,0,,Michael.M.Rooney@spambob.com,573-588-3900,VISA,,SW145 ,IT,PUUMMS85D03C755G,4201690622849492,,10899,3456,2016-03-04 00:00:00.000,2016-03-04 02:25:36.564,24.080.000,WE415 ,2016-03-20 00:00:00.000,30/03/2016,NA,273.56,Abandoned,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Michael Rooney      ,Mr.,665 Ryder Avenue,Damascus,OH,US,44619,0,,Michael.M.Rooney@spambob.com,573-588-3900,VISA,,SW145 ,IT,PUUMMS85D03C755G,4297622395324945,,10899,4153,2016-10-26 00:00:00.000,2016-10-26 20:07:39.380,10.150.000,SC256 ,2016-11-10 00:00:00.000,14/11/2016,NA,192.28,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Michael Rooney      ,Mr.,665 Ryder Avenue,Damascus,OH,US,44619,0,,Michael.M.Rooney@spambob.com,573-588-3900,VISA,,SW145 ,IT,PUUMMS85D03C755G,4772499480855552,,10899,4628,2016-12-07 00:00:00.000,2016-12-07 08:43:52.556,29.880.000,SW274 ,2016-01-22 00:00:00.000,25/01/2016,NA,10.01,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Dwight Steele       ,Mr.,1558 Aspen Court,Danville,VA,US,24541,0,,Dwight.L.Steele@mailinator.com,508-814-2249,VISA,,NC364 ,IT,SNUNUU32T46C526I,4383714146475319,,10903,791,2016-11-11 00:00:00.000,2016-11-11 21:47:56.370,9.220.000,WE220 ,2016-12-16 00:00:00.000,25/12/2016,49,45.02,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Dwight Steele       ,Mr.,1558 Aspen Court,Danville,VA,US,24541,0,,Dwight.L.Steele@mailinator.com,508-814-2249,VISA,,NC364 ,IT,SNUNUU32T46C526I,4103029630661467,,10903,2053,2016-04-29 00:00:00.000,2016-04-29 20:59:06.250,33.850.000,WE349 ,2016-06-15 00:00:00.000,27/06/2016,49,48.98,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Dwight Steele       ,Mr.,1558 Aspen Court,Danville,VA,US,24541,0,,Dwight.L.Steele@mailinator.com,508-814-2249,VISA,,NC364 ,IT,SNUNUU32T46C526I,4183949137444096,,10903,2866,2016-04-29 00:00:00.000,2016-04-29 20:59:06.250,8.150.000,WE349 ,2016-06-15 00:00:00.000,27/06/2016,49,28.05,Complete,Phone,Occasional,LowValue,Gen_X,1,0,0,0,0,0,0,0,0,0
Dwight Steele       ,Mr.,1558 Aspen Court,Danville,VA,US,24541,0,,Dwight.L.Steele@mailinator.com,508-814-2249,VISA,,NC364 ,IT,SNUNUU32T46C526I,4411321931054964,,10903,6873,2016-12-10 00:00:00.000,2016-12-10 01:32:59.456,28.550.000,NC232 ,2016-01-22 00:00:00.000,25/01/2016,49,9999999.0,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Leslie Pharris      ,Miss.,151 Bicetown Road,Davis City,MO,US,50065,0,,Leslie.D.Pharris@dodgeit.com,609-928-9982,American Express,,NC232 ,ES,0129144E,375510142640513,,10907,979,2016-06-23 00:00:00.000,2016-06-23 15:29:06.250,21.970.000,NC298 ,2016-07-15 00:00:00.000,27/07/2016,31,30.23,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Leslie Pharris      ,Miss.,151 Bicetown Road,Davis City,MO,US,50065,0,,Leslie.D.Pharris@dodgeit.com,609-928-9982,American Express,,NC232 ,ES,0129144E,373674817114943,,10907,6032,2016-10-22 00:00:00.000,2016-10-22 08:19:56.145,14.610.000,SW409 ,2016-12-23 00:00:00.000,03/01/2016,31,21.59,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Timothy Proper      ,Mr.,4615 Bartlett Avenue,Dayton,OH,US,45402,0,,Timothy.V.Proper@dodgeit.com,678-791-0687,Diners Club,,SC259 ,IT,ZGUHYO14M45L349Q,36699869583945,,10911,654,2016-11-11 00:00:00.000,2016-11-11 21:47:56.370,8.230.000,WE220 ,2016-12-16 00:00:00.000,25/12/2016,age-49,183.45,Abandoned,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Timothy Proper      ,Mr.,4615 Bartlett Avenue,Dayton,OH,US,45402,0,,Timothy.V.Proper@dodgeit.com,678-791-0687,Diners Club,,SC259 ,IT,ZGUHYO14M45L349Q,36435471522587,,10911,4427,2016-03-10 00:00:00.000,2016-03-10 06:22:36.564,2.870.000,NC166 ,2016-03-20 00:00:00.000,30/03/2016,age-49,18.24,Complete,Phone,FirstTime,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Walter Lumpkin      ,Mr.,1675 Hurry Street,Daytona Beach,FL,US,32114,0,,Walter.J.Lumpkin@pookmail.com,318-288-4945,American Express,,SW343 ,ES,7496119M,378149137080274,,10915,1947,2016-02-29 00:00:00.000,2016-02-29 22:39:06.250,19.050.000,SE331 ,2016-03-17 00:00:00.000,27/03/2016,age-32,29.59,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
George Presley      ,Mr.,1940 Badger Pond Lane,Decatur,IL,US,62522,0,,George.T.Presley@spambob.com,845-565-5212,Diners Club,,NW184 ,ES,2152090A,36384365341094,,10919,2851,2016-03-14 00:00:00.000,2016-03-14 02:22:36.564,12.850.000,SW214 ,2016-03-29 00:00:00.000,09/04/2016,54,17.69,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
George Presley      ,Mr.,1940 Badger Pond Lane,Decatur,IL,US,62522,0,,George.T.Presley@spambob.com,845-565-5212,Diners Club,,NW184 ,ES,2152090A,36554111026807,,10919,5713,2016-11-11 00:00:00.000,2016-11-11 21:47:56.370,50.000.000,WE220 ,2016-12-16 00:00:00.000,25/12/2016,54,8.13,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
George Presley      ,Mr.,1940 Badger Pond Lane,Decatur,IL,US,62522,0,,George.T.Presley@spambob.com,845-565-5212,Diners Club,,NW184 ,ES,2152090A,36533501367625,,10919,6920,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,22.770.000,SC196 ,2016-03-16 17:47:25.000,05/08/2016,54,11.66,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Meaghan Noel        ,Mrs.,2622 Turkey Pen Lane,Denver,CO,US,80203,0,,Meaghan.L.Noel@spambob.com,205-221-0774,JCB,,SE337 ,U.S.,23868162,3528887240177029,,10923,3574,2016-09-19 00:00:00.000,2016-09-19 19:57:35.556,11.850.000,SE334 ,2016-09-30 00:00:00.000,10/09/2016,65,167.79,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Meaghan Noel        ,Mrs.,2622 Turkey Pen Lane,Denver,CO,US,80203,0,,Meaghan.L.Noel@spambob.com,205-221-0774,JCB,,SE337 ,U.S.,23868162,3528371348709801,,10923,4823,2016-08-17 00:00:00.000,2016-08-17 06:19:46.245,19.810.000,NW250 ,2016-11-21 00:00:00.000,03/12/2016,65,183.72,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Meaghan Noel        ,Mrs.,2622 Turkey Pen Lane,Denver,CO,US,80203,0,,Meaghan.L.Noel@spambob.com,205-221-0774,JCB,,SE337 ,U.S.,23868162,3528588454700627,,10923,8455,2016-01-22 00:00:00.000,2016-01-22 22:39:06.250,13.330.000,SE337 ,2016-03-10 00:00:00.000,27/03/2016,65,178.03,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,1,0,0,0,0,1
Cody Gamble         ,Mr.,2268 Golden Street,Denver,CO,US,80202,0,,Cody.L.Gamble@trashymail.com,714-779-0635,VISA,,WE151 ,IT,HQEMDP20M28H929P,4169506548313068,,10927,5707,2016-12-25 00:00:00.000,2016-12-25 09:32:50.756,38.990.000,NW247 ,2016-01-09 00:00:00.000,15/01/2016,65,273.94,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Robert Fletcher     ,Mr.,1897 Parrill Court,Detroit,MI,US,48226,0,,Robert.D.Fletcher@mailinator.com,317-346-6605,American Express,,SC391 ,FR,1.45E+14,370948947976111,,10935,607,2016-03-04 00:00:00.000,2016-03-04 02:25:36.564,6.150.000,WE415 ,2016-03-20 00:00:00.000,30/03/2016,38,39.02,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Robert Fletcher     ,Mr.,1897 Parrill Court,Detroit,MI,US,48226,0,,Robert.D.Fletcher@mailinator.com,317-346-6605,American Express,,SC391 ,FR,1.45E+14,347780106807797,,10935,3782,2016-04-07 00:00:00.000,2016-04-07 08:47:52.556,8.230.000,WE157 ,2016-04-22 00:00:00.000,25/04/2016,38,39.26,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Robert Fletcher     ,Mr.,1897 Parrill Court,Detroit,MI,US,48226,0,,Robert.D.Fletcher@mailinator.com,317-346-6605,American Express,,SC391 ,FR,1.45E+14,346704816995191,,10935,8908,2016-11-17 00:00:00.000,2016-11-17 17:43:54.564,23.370.000,NW316 ,2016-11-30 00:00:00.000,12/12/2016,38,17.04,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Eric Stanek         ,Mr.,4290 Godfrey Street,Diamantina Lakes,QLD,AU,4735,0,,Eric.M.Stanek@dodgeit.com,(08) 9068 1798,American Express,,SW277 ,U.S.,26880002,371357856585930,,10939,228,2016-06-29 00:00:00.000,2016-06-29 16:50:44.886,16.330.000,SC127 ,2016-07-20 00:00:00.000,30/07/2016,58,33.63,In-Progress,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Eric Stanek         ,Mr.,4290 Godfrey Street,Diamantina Lakes,QLD,AU,4735,0,,Eric.M.Stanek@dodgeit.com,(08) 9068 1798,American Express,,SW277 ,U.S.,26880002,378484327051117,,10939,681,2016-05-12 00:00:00.000,2016-05-12 20:07:36.370,5.850.000,NC424 ,2016-06-20 00:00:00.000,01/07/2016,58,17.4,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Lola Horne          ,Mrs.,4420 Hidden Valley Road,Dietersheim,,DE,91463,0,,Lola.D.Horne@mailinator.com,030 27 11 86,Discover,,NE178 ,U.S.,446590001,6011853884893674,,10943,611,2016-11-10 00:00:00.000,2016-11-10 17:43:54.804,11.150.000,NE373 ,2016-11-30 00:00:00.000,12/12/2016,NA,298.32,Cancelled,Desktop,FirstTime,HighValue,Gen_Z,0,0,0,0,1,0,0,0,0,1
Lola Horne          ,Mrs.,4420 Hidden Valley Road,Dietersheim,,DE,91463,0,,Lola.D.Horne@mailinator.com,030 27 11 86,Discover,,NE178 ,U.S.,446590001,6011989894680147,,10943,6139,2016-11-11 00:00:00.000,2016-11-11 21:47:56.370,5.660.000,WE220 ,2016-12-16 00:00:00.000,25/12/2016,NA,232.94,Abandoned,Phone,FirstTime,HighValue,Gen_Z,0,0,1,0,0,1,0,0,0,0
Nina Butler         ,Mrs.,1663 Carter Street,Dodge City,KS,US,67801,0,,Nina.J.Butler@mailinator.com,402-804-8282,Master Card,,SC262 ,IT,DYLBYI81P63A330L,"5,18792E+15",,10947,3587,2016-12-10 00:00:00.000,2016-12-10 01:32:59.456,11.450.000,NC232 ,2016-01-22 00:00:00.000,25/01/2016,42,7.83,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Nina Butler         ,Mrs.,1663 Carter Street,Dodge City,KS,US,67801,0,,Nina.J.Butler@mailinator.com,402-804-8282,Master Card,,SC262 ,IT,DYLBYI81P63A330L,5114126079110545,,10947,6384,2016-08-09 00:00:00.000,2016-08-09 02:48:36.250,9.510.000,NW376 ,2016-09-16 00:00:00.000,20/09/2016,42,45.25,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Jody Ralph          ,Miss.,1831 Cameron Road,Doria,CS,IT,87010,0,,Jody.D.Ralph@mailinator.com,0359 9682793,American Express,,NW310 ,IT,EOIPPM66E30D149E,343527844517032,,10951,1990,2016-09-30 00:00:00.000,2016-09-30 18:57:28.586,48.520.000,WE226 ,2016-10-10 00:00:00.000,20/09/2016,60,31.62,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jody Ralph          ,Miss.,1831 Cameron Road,Doria,CS,IT,87010,0,,Jody.D.Ralph@mailinator.com,0359 9682793,American Express,,NW310 ,IT,EOIPPM66E30D149E,375386052304594,,10951,2933,2016-09-10 00:00:00.000,2016-09-10 20:27:55.556,68.570.000,SE271 ,2016-09-30 00:00:00.000,10/09/2016,60,40.4,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,0
Jody Ralph          ,Miss.,1831 Cameron Road,Doria,CS,IT,87010,0,,Jody.D.Ralph@mailinator.com,0359 9682793,American Express,,NW310 ,IT,EOIPPM66E30D149E,343769803647323,,10951,5488,2016-03-14 00:00:00.000,2016-03-14 02:22:36.564,8.990.000,SW214 ,2016-03-29 00:00:00.000,09/04/2016,60,47.63,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jody Ralph          ,Miss.,1831 Cameron Road,Doria,CS,IT,87010,0,,Jody.D.Ralph@mailinator.com,0359 9682793,American Express,,NW310 ,IT,EOIPPM66E30D149E,341911578884262,,10951,5878,2016-08-13 00:00:00.000,2016-08-13 20:33:26.257,27.970.000,WE154 ,2016-09-08 00:00:00.000,20/09/2016,60,50.19,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jody Ralph          ,Miss.,1831 Cameron Road,Doria,CS,IT,87010,0,,Jody.D.Ralph@mailinator.com,0359 9682793,American Express,,NW310 ,IT,EOIPPM66E30D149E,377597355221431,,10951,8636,2016-09-10 00:00:00.000,2016-09-10 20:27:55.556,11.150.000,SE271 ,2016-09-30 00:00:00.000,10/09/2016,60,38.12,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Matthew Barber      ,Miss.,4140 Anmoore Road,Douglasville,GA,US,30134,0,,Matthew.V.Barber@trashymail.com,570-383-5092,JCB,,NE238 ,IT,SZBVLA60E51D701H,3528506050525578,,10955,367,2016-12-25 00:00:00.000,2016-12-25 06:12:46.134,18.240.000,SW280 ,2016-02-23 00:00:00.000,03/03/2016,54,6.95,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Matthew Barber      ,Miss.,4140 Anmoore Road,Douglasville,GA,US,30134,0,,Matthew.V.Barber@trashymail.com,570-383-5092,JCB,,NE238 ,IT,SZBVLA60E51D701H,3528431471091375,,10955,3784,2016-05-12 00:00:00.000,2016-05-12 20:07:36.370,11.850.000,NC424 ,2016-06-20 00:00:00.000,01/07/2016,54,10.43,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Matthew Barber      ,Miss.,4140 Anmoore Road,Douglasville,GA,US,30134,0,,Matthew.V.Barber@trashymail.com,570-383-5092,JCB,,NE238 ,IT,SZBVLA60E51D701H,3528261208761358,,10955,6410,2016-04-02 00:00:00.000,2016-04-02 16:33:44.886,8.150.000,NW112 ,2016-04-28 00:00:00.000,30/05/2016,54,43.81,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Matthew Barber      ,Miss.,4140 Anmoore Road,Douglasville,GA,US,30134,0,,Matthew.V.Barber@trashymail.com,570-383-5092,JCB,,NE238 ,IT,SZBVLA60E51D701H,3528412793462437,,10955,8101,2016-02-23 00:00:00.000,2016-02-23 20:47:44.986,12.850.000,WE283 ,2016-03-02 00:00:00.000,10/03/2016,54,7.87,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Joseph Hensley      ,Mr.,879 Edington Drive,Dover Heights,NSW,AU,2030,0,,Joseph.D.Hensley@dodgeit.com,(07) 4583 3644,Discover,,SW346 ,IT,FHVWUO78E29L247U,6011919592029883,,10959,2795,2016-04-14 00:00:00.000,2016-04-14 07:32:45.116,16.830.000,NE301 ,2016-07-23 00:00:00.000,12/08/2016,52,6.88,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Kathleen Norris     ,Mrs.,914 Jennifer Lane,Dresden,,DE,1291,0,,Kathleen.J.Norris@trashymail.com,08386 90 95 30,Diners Club,,SW346 ,IT,HQREUO56R25M086X,36161618159501,,10963,293,2016-01-20 00:00:00.000,2016-01-20 22:39:06.250,6.370.000,SC130 ,2016-02-10 00:00:00.000,27/02/2016,36,42.84,Complete,Phone,Occasional,LowValue,Gen_Y,1,0,0,0,0,0,0,0,0,0
Kathleen Norris     ,Mrs.,914 Jennifer Lane,Dresden,,DE,1291,0,,Kathleen.J.Norris@trashymail.com,08386 90 95 30,Diners Club,,SW346 ,IT,HQREUO56R25M086X,36762185431858,,10963,563,2016-08-23 00:00:00.000,2016-08-23 22:47:24.586,7.120.000,SC193 ,2016-09-10 00:00:00.000,20/08/2016,36,50.01,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Harriet Adams       ,Mrs.,538 Armory Road,Duluth,GA,US,30097,0,,Harriet.R.Adams@mailinator.com,760-401-5555,Discover,,WE355 ,ES,8452318W,6011827994290724,,10967,5702,2016-04-02 00:00:00.000,2016-04-02 23:32:45.116,38.990.000,RP190 ,2016-05-21 00:00:00.000,15/06/2016,59,26.2,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Lucille Lachance    ,Mrs.,1384 Edgewood Avenue,Dumosa,VIC,AU,3527,0,,Lucille.L.Lachance@mailinator.com,(03) 5382 7434,Diners Club,,SW148 ,FR,2.84E+14,36103118856285,,10971,3619,2016-03-08 00:00:00.000,2016-03-08 20:32:45.246,9.220.000,NE304 ,2016-06-08 00:00:00.000,15/07/2016,72,186.55,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,1
Debra Chavis        ,Mrs.,2756 Rinehart Road,DUNNING,,UK,PH2 2FU,0,,Debra.H.Chavis@dodgeit.com,070 7300 6706,Diners Club,,SE337 ,UK,SH720283C,36825804545117,,10975,343,2016-04-09 00:00:00.000,2016-04-09 19:27:56.370,7.850.000,SE268 ,2016-12-05 00:00:00.000,16/12/2016,37,6.4,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Elsa Tessier        ,Mrs.,1467 Pointe Lane,Durham Ox,VIC,AU,3576,0,,Elsa.H.Tessier@trashymail.com,(08) 9463 0453,JCB,,WE283 ,CA,601818222,"3,52875E+15",,10979,4779,2016-04-13 00:00:00.000,2016-04-13 23:47:55.556,16.330.000,WE151 ,2016-04-22 00:00:00.000,29/04/2016,60,8.89,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Elsa Tessier        ,Mrs.,1467 Pointe Lane,Durham Ox,VIC,AU,3576,0,,Elsa.H.Tessier@trashymail.com,(08) 9463 0453,JCB,,WE283 ,CA,601818222,3528402488260824,,10979,7502,2016-04-06 00:00:00.000,2016-04-06 13:07:36.370,18.450.000,WE352 ,2016-04-20 00:00:00.000,01/04/2016,60,25.39,Abandoned,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Brandon Boggs       ,Mr.,1663 Abner Road,Dyraaba Central,NSW,AU,2470,0,,Brandon.K.Boggs@mailinator.com,(07) 3894 0426,Discover,,SE403 ,U.S.,579410001,6011102578855239,,10983,3276,2016-05-11 00:00:00.000,2016-05-11 05:11:26.258,16.330.000,RP385 ,2016-06-25 00:00:00.000,20/06/2016,age-63,215.18,Complete,Phone,Frequent,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Brandon Boggs       ,Mr.,1663 Abner Road,Dyraaba Central,NSW,AU,2470,0,,Brandon.K.Boggs@mailinator.com,(07) 3894 0426,Discover,,SE403 ,U.S.,579410001,6011825099254736,,10983,6285,2016-11-25 00:00:00.000,2016-11-25 16:23:44.806,22.770.000,NW244 ,2016-12-07 00:00:00.000,15/12/2016,age-63,133.89,In-Progress,Desktop,Frequent,MediumValue,Gen_Z,0,1,0,0,0,0,0,0,1,0
Brandon Boggs       ,Mr.,1663 Abner Road,Dyraaba Central,NSW,AU,2470,0,,Brandon.K.Boggs@mailinator.com,(07) 3894 0426,Discover,,SE403 ,U.S.,579410001,6011923841192922,,10983,6890,2016-01-28 00:00:00.000,2016-01-28 13:13:54.564,23.780.000,NE106 ,2016-02-26 00:00:00.000,07/03/2016,age-63,29.46,Complete,Phone,Frequent,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Michelle Blount     ,Mrs.,4253 Cambridge Place,East Fairfield,VT,US,5448,0,,Michelle.L.Blount@dodgeit.com,325-396-4302,Discover,,SW211 ,FR,1.38E+14,6011093698670394,,10987,7520,2016-11-09 00:00:00.000,2016-11-09 17:33:26.257,29.790.000,SE397 ,2016-12-08 00:00:00.000,20/12/2016,36,44.23,Abandoned,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36653676845781,,10991,101,2016-06-01 00:00:00.000,2016-06-01 16:58:44.886,16.330.000,NC361 ,2016-07-20 00:00:00.000,30/07/2016,49,10.81,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36621906112066,,10991,492,2016-08-25 00:00:00.000,2016-08-25 16:39:06.250,14.610.000,NC160 ,2016-09-19 00:00:00.000,27/09/2016,49,31.05,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36772468527520,,10991,735,2016-03-31 00:00:00.000,2016-03-31 18:57:39.380,11.150.000,SW142 ,2016-04-20 00:00:00.000,30/04/2016,49,30.37,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,1,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36266542586073,,10991,1957,2016-03-28 00:00:00.000,2016-03-28 23:58:44.886,29.880.000,SC322 ,2016-04-20 00:00:00.000,10/05/2016,49,11.11,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36165048877145,,10991,2937,2016-08-03 00:00:00.000,2016-08-03 17:27:54.986,17.870.000,NE172 ,2016-09-02 00:00:00.000,10/08/2016,49,36.17,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36502436356482,,10991,5983,2016-11-12 00:00:00.000,2016-11-12 17:43:54.564,16.270.000,NW181 ,2016-11-30 00:00:00.000,12/12/2016,49,9.9,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Lydia James         ,Mrs.,2924 Green Gate Lane,East Lansing,MI,US,48823,0,,Lydia.P.James@dodgeit.com,618-274-4180,Diners Club,,NE178 ,CA,95456422,36213662709515,,10991,7142,2016-01-22 00:00:00.000,2016-01-22 22:39:06.250,3.880.000,SE337 ,2016-03-10 00:00:00.000,27/03/2016,49,8.96,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Robert Johnson      ,Mr.,4657 Carter Street,East Russell,QLD,AU,4861,0,,Robert.A.Johnson@spambob.com,(08) 9412 1517,Discover,,SC394 ,U.S.,317290001,6011945562298729,,10995,2433,2016-01-06 00:00:00.000,2016-01-06 18:23:54.564,26.870.000,NW118 ,2016-01-26 00:00:00.000,07/02/2016,38,12.89,Cancelled,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
